plane,manufacturing_year,type,manufacturer,model,engines,seats,speed,engine,fuel_cc
N578AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35677.88503
N578UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,38000.07051
N579AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27644.63396
N579JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45793.44601
N579UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37843.39025
N580JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46173.57908
N580UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37745.34257
N58101,1994,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37545.08331
N581AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35639.51503
N581AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27902.94458
N582AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35350.38273
N582CA,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14072.23086
N583AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35530.44837
N583AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,28109.86277
N583JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45234.1665
N584AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35640.91255
N584AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,28160.62768
N584JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45201.0543
N585AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35223.15609
N585AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27482.22298
N585JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45636.89955
N585UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,38303.83478
N586AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35645.71501
N586AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27916.55201
N586JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45561.95717
N587AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan,35504.41755
N587AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,28062.6666
N587JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46035.04735
N587NW,2002,Fixed wing multi engine,BOEING,757-351,2,275,,Turbo-jet,80969.58033
N587UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37736.32379
N588JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46017.98708
N588UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37700.91406
N589AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35916.72114
N589AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27515.95369
N589JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45853.89782
N589UA,1997,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37358.85949
N59053,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91302.94799
N590AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35482.37091
N590AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27983.49528
N590JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45322.95887
N590NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,,Turbo-jet,81614.95335
N590UA,1997,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37257.43053
N591AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35582.90603
N591JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45391.62594
N592AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35171.35042
N592AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27850.18577
N592JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46055.59815
N593AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35298.38367
N593AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27595.53818
N593JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45915.94637
N594AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35436.40131
N594AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27935.33916
N594JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45906.93975
N594NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,,Turbo-jet,80984.44466
N594UA,1996,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,38055.51116
N595AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35814.35333
N595JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45846.1964
N595NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,,Turbo-jet,81622.84676
N595UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37920.23529
N596AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,36295.14648
N596AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,28054.86107
N596UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,36977.3328
N597AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,36010.63733
N597AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan,27953.03593
N597JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45802.42231
N597UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37233.14173
N598AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35853.51724
N598JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45948.78098
N598UA,1999,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet,37440.01074
N599AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan,35329.36246
N599JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45444.24426
N600LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14783.83924
N600QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12296.80994
N600TR,1979,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,432,Turbo-jet,26726.05479
N600WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28234.92561
N601AW,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46114.96654
N601LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14458.92675
N601WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27644.29308
N601XJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,9062.349483
N602AW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45404.73373
N602DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38397.90018
N602LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14919.1967
N602SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28468.48647
N602XJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8381.212889
N603AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15825.97801
N603DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38972.41802
N603JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45728.20196
N603SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27663.30951
N604AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45692.25678
N604DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38142.28938
N604LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14190.42817
N604QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11957.19465
N604SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28339.38049
N605JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45165.64004
N605LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14525.71569
N605QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12063.1751
N605SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28625.85089
N606JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45486.01307
N606LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14377.16902
N606SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28123.26443
N607AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,16113.82061
N607JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45759.04914
N607LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15021.46287
N607SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28540.74097
N608AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15931.41027
N608DA,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38332.94038
N608JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45899.08965
N608QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11707.90401
N608SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28214.216
N609DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38572.47121
N609SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28668.31267
N610DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38829.20762
N610WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28557.80638
N611QX,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,
N611SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28665.10957
N612AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37859.73853
N612DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,39030.68322
N612JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45998.28597
N612QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11861.93469
N612SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27765.02872
N613AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38045.70091
N613DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37707.77951
N613JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45249.79354
N613SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28325.3035
N614DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38303.30297
N614QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12338.272
N614SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28573.12563
N615AA,1967,Fixed wing multi engine,BEECH,65-A90,2,9,202,Turbo-prop,9372.57341
N615DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38033.5864
N615JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45555.65415
N615QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12268.96296
N615SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27618.72658
N616DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38447.3178
N616SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27882.92361
N617DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37638.47428
N617SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28135.38296
N618AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38197.33736
N618DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38556.43747
N618JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45331.59349
N618WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27664.93185
N619AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38157.44516
N619SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27991.42345
N620SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28280.25016
N621AA,1975,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle,2250.65044
N621JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45386.84591
N621SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28433.00575
N621VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39130.11328
N622AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38135.97024
N622AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39853.95774
N622SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28372.77146
N622VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38505.64773
N623AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38323.48556
N623DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37918.19108
N623JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45710.61184
N623SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28458.21411
N623VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39184.44602
N624AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37754.24526
N624AG,1993,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37594.51094
N624AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39754.63922
N624JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45412.5899
N624SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28546.65582
N624VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38467.81602
N625AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37600.80146
N625AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39639.38612
N625JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45508.88347
N625SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28156.66093
N625VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39166.67823
N626AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39163.91329
N626SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27606.86667
N626VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38684.6907
N627AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39060.64308
N627DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38199.60728
N627JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45362.98165
N627SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27804.17401
N627VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39037.8992
N628AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38018.02741
N628SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27647.0296
N628VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39138.86743
N629JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45216.12995
N629SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28158.62666
N629VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38400.3749
N630AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37600.23048
N630JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45710.4262
N630VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38405.64765
N630WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28005.03141
N631AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37924.22151
N631AW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39059.80703
N631VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38634.82332
N632AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39165.29052
N632JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45309.2862
N632SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27956.55099
N632VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38290.27552
N633AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37974.36895
N633AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,,Turbo-jet,39331.76143
N633DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38336.78784
N633JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45292.98511
N633SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27797.61568
N633VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38402.31501
N634AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37862.43348
N634JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45761.89882
N634SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28481.51712
N634VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38486.21329
N635AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,38367.76023
N635DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38404.89163
N635JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45166.03351
N635SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28179.31452
N635VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38513.55759
N636DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38478.85986
N636JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45807.64547
N636VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38702.4887
N636WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27831.28401
N637DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37856.47888
N637JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45143.07613
N637SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28127.32534
N637VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38259.7797
N638DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38593.30941
N638JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45079.29549
N638SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27971.64187
N638VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38403.85822
N639AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37976.17063
N639DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38458.5391
N639JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45317.93126
N639SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27911.97121
N639VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38446.20859
N640AW,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46324.46132
N640DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38043.188
N640JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45878.90784
N640SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27998.71303
N640VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38524.15942
N641DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38648.0268
N641JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45833.80902
N641SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28367.69249
N641UA,1991,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115258.6161
N641VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38759.69347
N642AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan,37653.17845
N642AW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46085.66402
N642DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38564.5942
N642VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38869.52916
N642WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27782.19412
N643DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38274.13489
N643JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45813.63872
N643SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27709.66636
N644DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38278.86374
N644JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45388.73903
N644SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28508.24943
N644UA,1991,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115279.9082
N645DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37705.64691
N645JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45537.34222
N645SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28324.89564
N646DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37772.84328
N646JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45260.47508
N646SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27840.40928
N646UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114999.6163
N647AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45527.86463
N647DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37801.01793
N647SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28179.68368
N647UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115162.538
N64809,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42437.4265
N648AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46192.33614
N648DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38167.73945
N648JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45705.9256
N648SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28347.79331
N648UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114955.4723
N649AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45395.86223
N649DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37943.444
N649JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46000.48001
N649SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27985.29669
N649UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114959.9979
N650AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45886.08691
N650DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37984.19026
N650SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27861.75954
N651AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45470.43169
N651DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37658.60002
N651JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46005.80623
